"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.597310308E1,9.545072014E0,-1.866594666E0,-3.670326501E-2,9.725940702E0
4.598307308E1,1.580994025E1,-3.827660164E0,-1.746232363E0,1.636015038E1
4.599304308E1,2.015998803E1,-5.954569362E0,-2.609666725E0,2.118235997E1
4.600301308E1,2.236545486E1,-9.357916675E0,-2.449165918E0,2.436765457E1
4.601298308E1,2.279129822E1,-1.288265569E1,-7.740979698E-1,2.619170326E1
4.602295308E1,2.042592407E1,-1.502037201E1,6.450692162E-1,2.536229611E1
4.603292308E1,1.612061451E1,-1.531080321E1,-5.077151969E-1,2.223854046E1
4.604289308E1,1.237893794E1,-1.445226472E1,-3.192654883E0,1.929505391E1
4.605286308E1,1.164993516E1,-1.365865956E1,-5.591887625E0,1.880290343E1
4.606283208E1,1.352842687E1,-1.216197935E1,-5.913704342E0,1.912861663E1
4.607280208E1,1.584554628E1,-9.470915287E0,-5.618470237E0,1.929628931E1
4.608277208E1,1.618724002E1,-6.399911433E0,-4.524384853E0,1.798487321E1
4.609274208E1,1.389471049E1,-4.376888838E0,-1.806941664E0,1.467941326E1
4.610271208E1,9.757319511E0,-3.435376313E0,1.533697768E0,1.045750081E1
4.611268208E1,4.448796142E0,-2.294692128E0,4.945179142E0,7.036490306E0
4.612265208E1,-5.987443578E-1,-4.374266946E-1,7.788272563E0,7.823491959E0
4.613262208E1,-4.173715051E0,1.550730123E0,8.578845356E0,9.665466821E0
4.614259208E1,-5.645588454E0,3.041364902E0,6.516861008E0,9.142868634E0
4.615256208E1,-5.905535197E0,4.933611596E0,3.552275310E0,8.475525306E0
4.616253208E1,-6.177103280E0,7.003917700E0,6.804334688E-1,9.363463985E0
4.617250208E1,-7.205974669E0,7.642488613E0,-1.785038725E0,1.065457960E1
4.618247208E1,-8.319844108E0,6.616280047E0,-2.688953215E0,1.096473607E1
4.619244208E1,-9.239527515E0,4.845892251E0,-1.693668233E0,1.056977069E1
4.620241108E1,-9.967661984E0,3.186617925E0,2.919698963E-1,1.046871843E1
4.621238108E1,-1.087020779E1,2.128546126E0,2.268039934E0,1.130646413E1
4.622235108E1,-1.187857884E1,2.087132637E0,3.143602006E0,1.246350638E1
4.623232108E1,-1.191648984E1,2.443842905E0,2.811281644E0,1.248512727E1
4.624229108E1,-1.067241753E1,3.033606817E0,1.930597411E0,1.126190360E1
4.625226108E1,-8.848062274E0,4.394803245E0,1.349508283E0,9.971142069E0
4.626223108E1,-7.247010428E0,5.383270665E0,1.077892106E0,9.091788306E0
4.627220108E1,-6.119195380E0,5.724722332E0,6.984857239E-1,8.408619398E0
4.628217108E1,-5.790891178E0,6.052699674E0,1.835132553E-1,8.378739231E0
4.629214108E1,-6.225079100E0,5.933151011E0,-6.241538720E-1,8.622265293E0
4.630211108E1,-7.338335166E0,5.359144469E0,-1.160012741E0,9.160634367E0
4.631208108E1,-8.701429893E0,4.584201284E0,-1.057521576E0,9.891821646E0
4.632205108E1,-9.975048187E0,3.981658575E0,-6.477848093E-1,1.075987065E1
4.633202008E1,-1.083187227E1,3.612896611E0,-1.335550833E-1,1.141929577E1
4.634199008E1,-1.110648442E1,3.445941062E0,4.574873221E-1,1.163777472E1
4.635196008E1,-1.068773490E1,3.474163526E0,9.534212565E-1,1.127858597E1
4.636193008E1,-9.848210385E0,3.574066713E0,1.202890520E0,1.054552731E1
4.637190008E1,-8.480481740E0,3.447463093E0,1.193696212E0,9.231927370E0
4.638187008E1,-6.831922436E0,3.189347113E0,1.222160165E0,7.638113291E0
4.639184008E1,-4.816400065E0,2.752854511E0,9.514450438E-1,5.628602421E0
4.640181008E1,-2.474956232E0,1.651129447E0,5.334797832E-1,3.022620962E0
4.641178008E1,-1.451688230E-1,-2.924075603E-1,3.533965047E-1,4.811083641E-1
4.642175008E1,2.525052837E0,-2.497900121E0,6.104879057E-1,3.603899600E0
4.643172008E1,5.748726321E0,-4.579917614E0,1.111137912E0,7.433581043E0
4.644169008E1,9.955677531E0,-6.812400337E0,1.250513898E0,1.212798823E1
4.645166008E1,1.455235385E1,-8.838624283E0,1.092917696E0,1.706126463E1
4.646163008E1,1.831553297E1,-1.082501115E1,7.613919702E-1,2.128894859E1
4.647159908E1,2.043227883E1,-1.264452783E1,-1.081737819E-1,2.402860387E1
4.648156908E1,1.992293255E1,-1.356787569E1,-6.022580959E-1,2.411168196E1
4.649153908E1,1.695645528E1,-1.384620900E1,-7.997459042E-1,2.190612866E1
4.650150908E1,1.376825159E1,-1.372828119E1,-1.235059123E0,1.948219257E1
4.651147908E1,1.189649704E1,-1.226832266E1,-1.597005572E0,1.716358965E1
4.652144908E1,1.213531838E1,-9.887556299E0,-2.108930180E0,1.579485069E1
4.653141908E1,1.434139333E1,-7.170905408E0,-3.462471141E0,1.640384569E1
4.654138908E1,1.690160722E1,-3.578200403E0,-4.790165655E0,1.792800970E1
4.655135908E1,1.816411932E1,2.662646592E-2,-5.522326809E0,1.898504761E1
4.656132908E1,1.674966499E1,2.510455263E0,-5.263553603E0,1.773580163E1
4.657129908E1,1.268510751E1,3.014243470E0,-3.671593885E0,1.354541317E1
4.658126908E1,7.349543109E0,2.244872389E0,-1.264041724E0,7.788005999E0
4.659123908E1,1.600595763E0,1.856026408E0,1.123704748E0,2.696192349E0
4.660120908E1,-3.435697033E0,1.852294131E0,3.277890330E0,5.097016055E0
4.661117908E1,-6.794556389E0,2.164704431E0,4.829039699E0,8.612291577E0
4.662114808E1,-8.807514757E0,2.959924883E0,5.502987728E0,1.079890483E1
4.663111808E1,-9.612866387E0,4.096658981E0,5.461743808E0,1.179069380E1
4.664108808E1,-9.790049885E0,4.657941105E0,4.586860013E0,1.177203368E1
4.665105808E1,-9.568164423E0,4.954427683E0,3.249901171E0,1.125424283E1
4.666102808E1,-9.001545253E0,5.292775648E0,1.881969627E0,1.061051840E1
4.667099808E1,-8.663955672E0,5.540395875E0,5.638401349E-1,1.029941892E1
4.668096808E1,-8.795094686E0,5.520652167E0,-8.053111379E-1,1.041536446E1
4.669093808E1,-9.173593726E0,5.624396975E0,-1.325264557E0,1.084181670E1
4.670090808E1,-9.199824920E0,5.712920312E0,-1.211382723E0,1.089686584E1
4.671087808E1,-8.959979736E0,5.742562771E0,-1.247842306E0,1.071519363E1
4.672084808E1,-8.819125573E0,5.846578306E0,-1.741834234E0,1.072349944E1
4.673081808E1,-8.608621716E0,5.727369951E0,-2.390424643E0,1.061250509E1
4.674078808E1,-8.375600232E0,5.404934015E0,-2.935202855E0,1.039131401E1
4.675075708E1,-8.229022815E0,5.390230021E0,-3.185644656E0,1.034019961E1
4.676072708E1,-7.891672971E0,5.721823282E0,-3.169599019E0,1.025007912E1
4.677069708E1,-7.224254234E0,6.106426231E0,-3.160762707E0,9.973400195E0
4.678066708E1,-6.548231905E0,6.680256772E0,-3.279548893E0,9.912649119E0
4.679063708E1,-6.459515610E0,6.948263317E0,-2.974578005E0,9.942425225E0
4.680060708E1,-7.383014325E0,6.366412150E0,-1.957610524E0,9.943457304E0
4.681057708E1,-8.682952691E0,5.102455795E0,-5.489073694E-1,1.008613017E1
4.682054708E1,-9.862199264E0,3.753937007E0,7.635865764E-1,1.058007948E1
4.683051708E1,-1.061612288E1,2.604055737E0,1.357594982E0,1.101481890E1
4.684048708E1,-1.030589534E1,1.805431621E0,6.074030609E-1,1.048045804E1
4.685045708E1,-8.583283977E0,1.601435715E0,-5.311050828E-1,8.747538670E0
4.686042708E1,-4.514841027E0,1.518339179E0,-2.584734782E0,5.419409309E0
4.687039708E1,2.723621356E-1,1.479808952E0,-4.672222345E0,4.908531074E0
4.688036708E1,4.190063281E0,6.491181207E-1,-5.045204537E0,6.590301469E0
4.689033608E1,7.823476310E0,-2.037874523E0,-3.446721666E0,8.788606510E0
4.690030608E1,1.107955682E1,-6.073603470E0,-8.154994726E-2,1.263534284E1
4.691027608E1,1.350699097E1,-1.040260361E1,2.663976249E0,1.725542629E1
4.692024608E1,1.482609008E1,-1.415332114E1,2.913307664E0,2.070306277E1
4.693021608E1,1.499747197E1,-1.577670117E1,9.674671456E-1,2.178909034E1
4.694018642E1,1.473495772E1,-1.486323510E1,-2.017420378E0,2.102628644E1
4.695015642E1,1.577869507E1,-1.319302122E1,-4.376495028E0,2.102799885E1
4.696012642E1,1.773990499E1,-1.162203108E1,-4.677956709E0,2.171771430E1
4.697009642E1,1.909702269E1,-1.060720003E1,-3.399530250E0,2.210804772E1
4.698006642E1,1.950611144E1,-9.930402356E0,-1.626494250E0,2.194873022E1
4.699003642E1,1.871866808E1,-9.048834025E0,-1.415894499E-1,2.079158434E1
4.700000642E1,1.682676052E1,-7.704306546E0,1.148090268E0,1.854223073E1
4.700997642E1,1.433720204E1,-5.969120743E0,2.313260254E0,1.570149476E1
4.701994542E1,1.154832576E1,-4.072333395E0,3.360467926E0,1.269804992E1
4.702991542E1,8.538555701E0,-2.167665461E0,4.235625078E0,9.774775026E0
4.703988542E1,5.410480099E0,-4.118986282E-1,5.047611251E0,7.410892977E0
4.704985542E1,1.877589478E0,1.149760818E0,5.229478369E0,5.674040553E0
4.705982542E1,-2.258530315E0,2.849134764E0,4.804329658E0,6.024957390E0
4.706979542E1,-6.451293840E0,4.348875412E0,3.801771909E0,8.659409865E0
4.707976542E1,-9.483890258E0,5.018279278E0,2.238380810E0,1.096073218E1
4.708973542E1,-1.078786730E1,5.282537758E0,1.113493755E0,1.206329782E1
4.709970542E1,-1.096871700E1,5.506271524E0,8.509780383E-1,1.230268029E1
4.710967542E1,-1.074037621E1,5.490260679E0,1.249437426E0,1.212681893E1
4.711964542E1,-1.039126937E1,5.003264798E0,1.927915878E0,1.169307476E1
4.712961542E1,-9.596055057E0,4.424076745E0,2.096243184E0,1.077269526E1
4.713958542E1,-8.925882282E0,4.720335282E0,1.982323928E0,1.028992458E1
4.714955442E1,-7.982955024E0,5.773186394E0,1.037540909E0,9.906247685E0
4.715952442E1,-6.484372709E0,6.756327294E0,-4.060297778E-1,9.373361622E0
4.716949442E1,-5.207033831E0,7.355523641E0,-1.452453338E0,9.128337749E0
4.717946442E1,-4.423825607E0,7.706589299E0,-1.492077141E0,9.010440934E0
4.718943442E1,-4.382236701E0,7.546057502E0,-7.386892784E-1,8.757433653E0
4.719940442E1,-4.977055238E0,6.938500221E0,1.965269646E-1,8.541222805E0
4.720937442E1,-5.981694596E0,6.120511004E0,1.291973581E0,8.655086419E0
4.721934442E1,-7.514098375E0,5.230075954E0,2.050857096E0,9.381971206E0
4.722931442E1,-9.096014038E0,4.578053229E0,2.027392219E0,1.038298425E1
4.723928442E1,-1.031786342E1,4.238314797E0,1.568805621E0,1.126422519E1
4.724925442E1,-1.095224539E1,4.085182359E0,9.678486764E-1,1.172932756E1
4.725922442E1,-1.104445481E1,4.249749027E0,5.441030046E-1,1.184636640E1
4.726919442E1,-1.032412228E1,4.804467067E0,3.588323687E-1,1.139294367E1
4.727916342E1,-8.619768848E0,5.607797315E0,5.484878317E-1,1.029799226E1
4.728913342E1,-6.802300442E0,6.063920481E0,7.459120515E-1,9.143238359E0
4.729910342E1,-5.412088668E0,5.501324780E0,1.085711002E0,7.793205147E0
4.730907342E1,-4.232816952E0,3.812342798E0,1.157845763E0,5.813028795E0
4.731904342E1,-3.336195549E0,1.840961057E0,1.119648534E0,3.971517493E0
4.732901342E1,-1.931749898E0,2.218088633E-1,7.910420313E-1,2.099191352E0
4.733898342E1,8.265431088E-1,-1.012833938E0,2.449310929E-2,1.307519028E0
4.734895342E1,4.668794707E0,-1.686690166E0,-1.142094241E0,5.093814581E0
4.735892342E1,9.406908740E0,-1.547216239E0,-2.712323074E0,9.911634910E0
4.736889342E1,1.394889547E1,-2.059919111E0,-3.980033341E0,1.465113023E1
4.737886342E1,1.771819896E1,-4.748139962E0,-4.185029705E0,1.881472511E1
4.738883342E1,1.997741924E1,-8.540608073E0,-2.209312254E0,2.183850559E1
4.739880342E1,1.927394307E1,-1.154393918E1,6.383969584E-1,2.247565269E1
4.740877242E1,1.591531994E1,-1.256284340E1,1.080192693E0,2.030490727E1
4.741874242E1,1.151639060E1,-1.209982578E1,-7.056346759E-1,1.671917931E1
4.742871242E1,8.763113925E0,-1.150310690E1,-2.994803232E0,1.476761594E1
4.743868242E1,1.005633852E1,-1.095867382E1,-4.857125337E0,1.564653773E1
4.744865242E1,1.444091644E1,-8.821622919E0,-5.387559013E0,1.775913542E1
4.745862242E1,1.842291006E1,-5.997168667E0,-5.734924554E0,2.020542024E1
4.746859242E1,1.944198503E1,-4.195779519E0,-5.375207355E0,2.060311146E1
4.747856242E1,1.724714843E1,-4.086452082E0,-4.208896870E0,1.821751993E1
4.748853242E1,1.261566013E1,-4.892489590E0,-2.413842596E0,1.374474340E1
4.749850242E1,6.721693650E0,-5.079378589E0,-6.539087445E-2,8.425290995E0
4.750847242E1,5.847373527E-1,-4.361152811E0,1.875679339E0,4.783277600E0
4.751844242E1,-4.541807801E0,-2.934132522E0,3.049225899E0,6.207650952E0
4.752841242E1,-8.197970592E0,-8.502421662E-1,3.848289433E0,9.096096148E0
4.753838142E1,-1.038199452E1,1.339864908E0,4.097893621E0,1.124160933E1
4.754835142E1,-1.127268100E1,3.079841335E0,4.148256859E0,1.240027397E1
4.755832142E1,-1.141950341E1,4.044922817E0,3.599889772E0,1.263826195E1
4.756829142E1,-1.097959399E1,4.286683842E0,2.473258785E0,1.204342773E1
4.757826142E1,-1.048666552E1,4.294708561E0,1.631777794E0,1.144890275E1
4.758823142E1,-1.028808005E1,4.422358541E0,6.833257940E-1,1.121912565E1
4.759820142E1,-9.894047878E0,4.688812650E0,-4.685642874E-1,1.095886399E1
4.760817142E1,-9.328971203E0,5.232544649E0,-1.107204198E0,1.075337753E1
4.761814142E1,-8.693995743E0,5.983113130E0,-1.257100787E0,1.062842919E1
4.762811142E1,-7.798749604E0,6.522174958E0,-1.331437755E0,1.025338910E1
4.763808142E1,-6.888401862E0,6.911736345E0,-1.233520136E0,9.835840149E0
4.764805142E1,-6.269971683E0,7.227968971E0,-9.892810607E-1,9.619498810E0
4.765802042E1,-6.026700030E0,7.140177121E0,-6.859254661E-1,9.368763862E0
4.766799042E1,-6.140645891E0,6.735296613E0,-4.233313966E-1,9.124196507E0
4.767796042E1,-6.911380250E0,6.251024950E0,-5.379426706E-1,9.334445468E0
4.768793042E1,-8.003248955E0,5.629915577E0,-7.543320420E-1,9.814120443E0
4.769790042E1,-8.765548121E0,4.822410418E0,-8.706993811E-1,1.004234004E1
4.770787042E1,-9.503089006E0,4.152140579E0,-9.243345746E-1,1.041169374E1
4.771784042E1,-9.985218834E0,3.444136319E0,-7.847488193E-1,1.059162409E1
4.772781042E1,-1.024628883E1,2.779380990E0,-1.970065825E-1,1.061838994E1
4.773778042E1,-1.016929854E1,2.011151285E0,5.771514675E-1,1.038231506E1
4.774775042E1,-9.151495929E0,1.064568055E0,1.373933126E0,9.315088572E0
4.775772042E1,-7.603091244E0,4.083300725E-1,2.442911882E0,7.996345938E0
4.776769042E1,-5.576893026E0,3.924279848E-1,3.002979101E0,6.346149937E0
4.777765942E1,-1.705845060E0,6.865862015E-1,2.147666229E0,2.827327044E0
4.778762942E1,3.356296522E0,1.521936679E0,9.176675794E-1,3.797779797E0
4.779759942E1,8.114051937E0,2.672998210E0,-1.684033191E-1,8.544654349E0
4.780756942E1,1.030382543E1,3.173114365E0,-4.955300380E-1,1.079273011E1
4.781753942E1,9.810716869E0,1.778482096E0,-6.177792375E-1,9.989735493E0
4.782750942E1,8.447721545E0,-1.408846266E0,-4.254713313E-1,8.574956148E0
4.783747942E1,7.413685895E0,-5.354937397E0,7.897044808E-2,9.145727386E0
4.784744942E1,7.607487180E0,-9.062895994E0,4.754815435E-1,1.184212936E1
4.785741942E1,9.290462025E0,-1.134752886E1,7.971687439E-1,1.468722486E1
4.786738942E1,1.331077479E1,-1.182038033E1,5.194105053E-1,1.780920840E1
4.787735942E1,2.014167922E1,-1.065988929E1,-1.052869531E0,2.281291336E1
4.788732942E1,2.648867511E1,-7.360770348E0,-2.249841937E0,2.758428244E1
4.789729942E1,2.985567730E1,-4.348036337E0,-3.628750459E0,3.038806866E1
4.790726842E1,2.844851912E1,-3.829544722E0,-5.380145913E0,2.920495888E1
4.791723842E1,2.251325376E1,-5.096081160E0,-5.842762413E0,2.381080659E1
4.792720842E1,1.509021583E1,-6.787216380E0,-5.091246682E0,1.731189512E1
4.793717842E1,8.209250455E0,-7.394377220E0,-3.797966541E0,1.168302860E1
4.794714792E1,3.105552712E0,-6.291991712E0,-2.174114063E0,7.345773568E0
4.795711792E1,4.667604214E-1,-4.329067969E0,-8.249418488E-1,4.431616390E0
4.796708792E1,-7.811353862E-2,-2.482395059E0,4.851306188E-1,2.530560940E0
4.797705792E1,-7.057098126E-1,-3.855452272E-1,1.422667329E0,1.634213509E0
4.798702792E1,-2.345215872E0,2.436610191E0,1.810957386E0,3.836231662E0
4.799699792E1,-4.436778944E0,5.386117090E0,2.154585532E0,7.303252941E0
4.800696792E1,-6.769395820E0,7.529093560E0,2.416706854E0,1.040924789E1
4.801693792E1,-9.278367060E0,8.096837735E0,2.389809662E0,1.254424437E1
4.802690692E1,-1.084677682E1,7.172520994E0,2.029351037E0,1.316115080E1
4.803687692E1,-1.149959038E1,5.591189468E0,1.521631454E0,1.287700823E1
4.804684692E1,-1.153011168E1,4.210417439E0,1.333015626E0,1.234698429E1
4.805681692E1,-1.103247036E1,3.428545011E0,8.243929414E-1,1.158231181E1
4.806678692E1,-1.016163284E1,3.229462813E0,-6.356610462E-2,1.066265692E1
4.807675692E1,-8.996686801E0,3.418696838E0,-8.011081593E-1,9.657620605E0
4.808672692E1,-7.836171200E0,4.005401779E0,-1.694843231E0,8.962216024E0
4.809669692E1,-6.847214075E0,4.519452434E0,-2.376045024E0,8.541392208E0
4.810666692E1,-6.150938745E0,4.562068403E0,-2.579529591E0,8.080871764E0
4.811663692E1,-6.005010368E0,4.020121560E0,-2.800605798E0,7.750156109E0
4.812660692E1,-7.187898002E0,3.517013676E0,-2.364410527E0,8.344201581E0
4.813657692E1,-8.715748554E0,2.631975022E0,-1.711381642E0,9.263929647E0
4.814654592E1,-1.031720386E1,1.909783078E0,-1.349911594E0,1.057895213E1
4.815651592E1,-1.151656836E1,1.603320858E0,-1.227011161E0,1.169220001E1
4.816648592E1,-1.207756660E1,1.517182015E0,-1.344614017E0,1.224652780E1
4.817645592E1,-1.197986898E1,1.449042365E0,-1.404255617E0,1.214861797E1
4.818642592E1,-1.125942653E1,1.422791875E0,-1.144828691E0,1.140656193E1
4.819639592E1,-9.833735018E0,1.711456340E0,-7.898582625E-1,1.001275703E1
4.820636592E1,-8.214503009E0,2.189484639E0,-6.224010229E-1,8.524041630E0
4.821633592E1,-7.444189065E0,2.017074515E0,-4.342914176E-1,7.724839770E0
4.822630592E1,-7.358769431E0,1.016841327E0,-1.575251591E-1,7.430361229E0
4.823627592E1,-7.733823876E0,-1.733243358E-1,1.287991042E-1,7.736838002E0
4.824624592E1,-7.848348611E0,-1.066877998E0,1.986334240E-1,7.923020877E0
4.825621592E1,-6.530532968E0,-1.798943258E0,-4.449508917E-1,6.788375283E0
4.826618492E1,-3.029724265E0,-2.535022632E0,-2.031936675E0,4.442334467E0
4.827615492E1,2.282091671E0,-2.600362051E0,-3.960122695E0,5.258554644E0
4.828612492E1,8.059831291E0,-2.702209437E0,-5.379447756E0,1.005988442E1
4.829609492E1,1.349471650E1,-3.606037242E0,-5.821794298E0,1.513288363E1
4.830606492E1,1.832172166E1,-5.059422626E0,-4.634347883E0,1.956426391E1
4.831603492E1,2.119097845E1,-6.197300733E0,-1.352804797E0,2.211999513E1
4.832600492E1,2.152196594E1,-6.439953750E0,1.973392013E0,2.255132586E1
4.833597492E1,1.999401364E1,-6.942869845E0,2.825991192E0,2.135299158E1
4.834594492E1,1.754088682E1,-7.804138398E0,2.776261500E0,1.939832247E1
4.835591492E1,1.615495872E1,-8.725236247E0,2.539316827E0,1.853538693E1
4.836588492E1,1.677924722E1,-8.823708036E0,2.173557700E0,1.908206786E1
4.837585492E1,1.902635558E1,-7.819959794E0,1.333736149E0,2.061389895E1
4.838582392E1,2.112893013E1,-5.896324078E0,1.438496912E-1,2.193670483E1
4.839579392E1,2.118525519E1,-3.335319051E0,-1.157701921E0,2.147742220E1
4.840576392E1,1.855328543E1,-1.261517189E0,-2.224125006E0,1.872865606E1
4.841573392E1,1.409017121E1,6.747131377E-2,-2.076998974E0,1.424259112E1
4.842570392E1,8.769621876E0,1.199450164E0,-6.583602297E-1,8.875718942E0
4.843567392E1,4.128549988E0,1.857245553E0,7.824681129E-1,4.594185716E0
4.844564392E1,9.631825984E-2,2.506780580E0,2.560920242E0,3.584904262E0
4.845561392E1,-3.414520757E0,3.295528164E0,4.040511385E0,6.232590964E0
4.846558392E1,-6.690023961E0,3.974097833E0,4.941423476E0,9.217783907E0
4.847555392E1,-9.243060402E0,4.094873826E0,5.154862050E0,1.134789672E1
4.848552392E1,-1.118896173E1,3.717595392E0,4.738250273E0,1.270686412E1
4.849549392E1,-1.258152876E1,3.157139772E0,3.271394366E0,1.337775836E1
4.850546292E1,-1.329056447E1,2.523612083E0,1.060440652E0,1.356953412E1
4.851543292E1,-1.313206985E1,2.030138364E0,-1.592577914E0,1.338316198E1
4.852540292E1,-1.259620060E1,1.981470526E0,-4.228057319E0,1.343379930E1
4.853537292E1,-1.187326606E1,2.044059123E0,-5.995980513E0,1.345750374E1
4.854534292E1,-1.094436685E1,1.923631916E0,-6.340442326E0,1.279377718E1
4.855531292E1,-9.949263135E0,2.007276920E0,-5.600591791E0,1.159239518E1
4.856528292E1,-9.044588946E0,2.279390257E0,-4.247053753E0,1.024878894E1
4.857525292E1,-8.383247221E0,2.322234853E0,-2.720967890E0,9.114563892E0
4.858522292E1,-7.970543724E0,2.246104105E0,-1.402321358E0,8.398872311E0
4.859519292E1,-8.109894567E0,2.378121370E0,-2.611717343E-1,8.455416123E0
4.860516292E1,-8.722092783E0,2.631672721E0,7.921619193E-1,9.144841406E0
4.861513192E1,-9.229453347E0,2.764248103E0,1.549396373E0,9.758304452E0
4.862510192E1,-9.623452186E0,2.838440791E0,1.976403476E0,1.022613069E1
4.863507192E1,-9.794155800E0,2.743705958E0,1.942200626E0,1.035497723E1
4.864504192E1,-9.931579986E0,2.471024856E0,1.851413101E0,1.040047957E1
4.865501192E1,-1.017784600E1,2.044459657E0,1.535754673E0,1.049413678E1
4.866498192E1,-1.024525036E1,1.917028655E0,1.063661006E0,1.047719087E1
4.867495192E1,-9.898951353E0,2.055493061E0,8.057157652E-1,1.014216286E1
4.868492192E1,-9.013180627E0,2.322305019E0,6.772093141E-1,9.332156132E0
4.869489192E1,-7.539735492E0,2.512396831E0,5.040216570E-1,7.963277401E0
4.870486192E1,-5.909717710E0,2.449368816E0,4.778998058E-1,6.415026051E0
4.871483192E1,-4.164767057E0,1.960723144E0,8.455705333E-1,4.680246725E0
4.872480192E1,-1.702588161E0,1.214952595E0,9.423140319E-1,2.294095026E0
4.873477092E1,1.634165797E0,2.538203225E-1,2.653650650E-1,1.674915289E0
4.874474092E1,5.210814641E0,-1.340729127E0,-1.640362676E0,5.625027424E0
4.875471092E1,7.689335920E0,-3.219808768E0,-3.326678621E0,8.975513692E0
4.876468092E1,9.906097820E0,-4.734318313E0,-3.975447078E0,1.167684561E1
4.877465092E1,1.271449913E1,-5.924133435E0,-3.289690596E0,1.440749490E1
4.878462092E1,1.645265918E1,-7.118478688E0,-1.988159741E0,1.803650498E1
4.879459092E1,2.145395346E1,-7.585749571E0,-6.225112429E-1,2.276407775E1
4.880456092E1,2.590325890E1,-6.966842260E0,1.533269460E0,2.686757577E1
4.881453092E1,2.732737867E1,-6.642921131E0,3.252990547E0,2.831070423E1
4.882450092E1,2.603103225E1,-7.480946417E0,2.044640336E0,2.716173326E1
4.883447092E1,2.240434352E1,-8.588546471E0,-1.508235776E0,2.404147488E1
4.884444092E1,1.773284623E1,-8.227140012E0,-4.702998580E0,2.010616482E1
4.885440992E1,1.325410825E1,-7.365668560E0,-7.263072145E0,1.681299128E1
4.886437992E1,9.679028801E0,-6.183535218E0,-7.893487362E0,1.393652930E1
4.887434992E1,7.423701006E0,-4.334475474E0,-5.824983369E0,1.038409580E1
4.888431992E1,6.272305892E0,-2.516326452E0,-2.631373343E0,7.252437224E0
4.889428992E1,4.335616851E0,-5.783068773E-1,2.658246562E-2,4.374096358E0
4.890425992E1,1.959622990E0,1.684342801E0,1.704786129E0,3.095711337E0
4.891422992E1,-7.439435863E-1,2.729236438E0,2.401228105E0,3.710536350E0
4.892419992E1,-3.730676783E0,2.662788387E0,2.256980657E0,5.109046187E0
4.893416992E1,-6.867518531E0,2.688612907E0,1.615163370E0,7.549847869E0
4.894414008E1,-9.809464980E0,2.644802644E0,9.764977317E-1,1.020657298E1
4.895411008E1,-1.206889986E1,2.265092938E0,5.733101392E-1,1.229299290E1
4.896407908E1,-1.335663801E1,1.741352862E0,3.109175062E-1,1.347326087E1
4.897404908E1,-1.386802847E1,1.268792002E0,2.806147496E-1,1.392877567E1
4.898401908E1,-1.347481024E1,9.976209444E-1,1.414543793E-2,1.351169710E1
4.899398908E1,-1.260863061E1,9.721276689E-1,-4.337407561E-1,1.265348683E1
4.900395908E1,-1.165510059E1,1.171147594E0,-8.882986231E-1,1.174742657E1
4.901392908E1,-1.066679602E1,1.525286841E0,-1.424874215E0,1.086909857E1
4.902389908E1,-9.661186607E0,2.269524250E0,-1.606673359E0,1.005339078E1
4.903386908E1,-8.744738465E0,2.995963612E0,-1.479391168E0,9.361348568E0
4.904383908E1,-8.036913714E0,3.500876823E0,-1.139673640E0,8.840077861E0
4.905380908E1,-7.793430392E0,3.876178021E0,-4.821343593E-1,8.717497741E0
4.906377908E1,-7.851606680E0,4.095928664E0,3.525613761E-1,8.862768111E0
4.907374808E1,-8.213800174E0,4.283531316E0,1.258083411E0,9.348685881E0
4.908371808E1,-8.723631186E0,4.546723263E0,2.113562783E0,1.006188755E1
4.909368808E1,-9.056511419E0,4.695263883E0,2.570175215E0,1.052006191E1
4.910365808E1,-9.120515041E0,4.692614509E0,2.376374076E0,1.052860766E1
4.911362808E1,-8.970019405E0,4.536770132E0,1.819454706E0,1.021537796E1
4.912359808E1,-8.555319083E0,4.073037984E0,1.277761631E0,9.561160904E0
4.913356808E1,-7.950187227E0,3.739343234E0,8.561399603E-1,8.827295192E0
4.914353808E1,-7.377498062E0,3.554420654E0,5.395902698E-1,8.206859418E0
4.915350808E1,-6.644254296E0,3.218953905E0,4.035676615E-1,7.393960119E0
4.916347808E1,-5.888620956E0,2.502360377E0,8.111584997E-1,6.449468376E0
4.917344808E1,-5.033270954E0,1.413581926E0,1.486059333E0,5.435108343E0
4.918341708E1,-4.103275398E0,2.463835412E-1,2.008567839E0,4.575141376E0
4.919338708E1,-2.694598702E0,-7.571696958E-1,1.877164385E0,3.370150477E0
4.920335708E1,-5.919405377E-1,-1.651429701E0,8.085823627E-1,1.931688147E0
4.921332708E1,3.105168550E0,-2.615347002E0,-9.499069338E-1,4.169464576E0
4.922329708E1,8.655111759E0,-3.053731179E0,-2.440855709E0,9.497052714E0
4.923326708E1,1.542991333E1,-2.936505907E0,-3.626682884E0,1.612011542E1
4.924323708E1,2.204304874E1,-3.263914315E0,-3.632738260E0,2.257755350E1
4.925320708E1,2.683060157E1,-5.457187073E0,-2.359433962E0,2.748143009E1
4.926317708E1,2.875180718E1,-8.632933270E0,-3.383842170E-1,3.002179970E1
4.927314708E1,2.714665995E1,-1.151441191E1,1.068127402E0,2.950701144E1
