"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.024136375E0,-4.733644422E0,-7.553473526E0,1.936324174E0,9.122044898E0
9.034107375E0,-4.853483691E0,-7.531359941E0,1.913777311E0,9.161890094E0
9.044078375E0,-5.029660299E0,-7.449521141E0,1.865550938E0,9.180039665E0
9.054049375E0,-5.173598868E0,-7.326861759E0,1.761664627E0,9.140705156E0
9.064020375E0,-5.224057415E0,-7.127069417E0,1.683703408E0,8.995596229E0
9.073991375E0,-5.385301988E0,-7.036367408E0,1.744641043E0,9.030820349E0
9.083962375E0,-5.613883097E0,-6.998997853E0,1.844603873E0,9.159924553E0
9.093933375E0,-5.884032646E0,-7.026683249E0,1.941305125E0,9.368286036E0
9.103904375E0,-6.142136346E0,-7.032567887E0,2.036910317E0,9.556770041E0
9.113875375E0,-6.357963508E0,-7.041944482E0,2.101882238E0,9.717540378E0
9.123846375E0,-6.506008576E0,-7.135639096E0,2.024310737E0,9.866272187E0
9.133817375E0,-6.561574082E0,-7.269237449E0,1.869703338E0,9.969546534E0
9.143788375E0,-6.445279979E0,-7.415552326E0,1.601545643E0,9.954747549E0
9.153759375E0,-6.168176921E0,-7.638657517E0,1.323480425E0,9.906921602E0
9.163730375E0,-5.702426314E0,-8.018231860E0,1.070311483E0,9.897235710E0
9.173701375E0,-5.248630924E0,-8.267220336E0,8.891167948E-1,9.832882961E0
9.183672375E0,-4.885653318E0,-8.274033512E0,8.511508235E-1,9.646434399E0
9.193643375E0,-4.510513503E0,-8.335352678E0,8.577292335E-1,9.516224869E0
9.203614375E0,-4.037737466E0,-8.371375034E0,9.531385437E-1,9.343003634E0
9.213585375E0,-3.490398905E0,-8.328818414E0,8.821989539E-1,9.073608747E0
9.223556375E0,-2.838022131E0,-8.467869295E0,5.005418327E-1,8.944815378E0
9.233527375E0,-2.060383379E0,-8.708048356E0,-2.842974722E-2,8.948524688E0
9.243498375E0,-1.403993077E0,-8.822550287E0,-4.878250158E-1,8.946874503E0
9.253469375E0,-8.358892983E-1,-8.935391609E0,-8.652104536E-1,9.016014821E0
9.263440375E0,-2.363567358E-1,-9.202997035E0,-1.138151756E0,9.276120328E0
9.273411375E0,3.562515539E-1,-9.445108016E0,-1.012926616E0,9.505945557E0
9.283382375E0,7.495083815E-1,-9.616275898E0,-7.836888653E-1,9.677225491E0
9.293353375E0,1.108196470E0,-9.823108288E0,-6.490888846E-1,9.906708446E0
9.303324375E0,1.340542601E0,-9.774996813E0,-2.634246665E-1,9.870005558E0
9.313295375E0,1.399541591E0,-9.393382961E0,2.825143638E-1,9.501272256E0
9.323266375E0,1.618018126E0,-9.049733326E0,7.480699664E-1,9.223625351E0
9.333237375E0,2.150839806E0,-8.840386634E0,1.093571414E0,9.163757207E0
9.343208375E0,3.030291445E0,-8.693322144E0,1.506010325E0,9.328696760E0
9.353179375E0,4.220122063E0,-8.604637424E0,1.773245915E0,9.746466872E0
9.363150375E0,5.451790093E0,-8.322356656E0,1.748925591E0,1.010160266E1
9.373121375E0,6.663796860E0,-7.698043009E0,1.450386640E0,1.028443854E1
9.383092375E0,7.736208955E0,-6.932969924E0,9.614535767E-1,1.043261204E1
9.393063375E0,8.582140262E0,-6.005462358E0,4.342399621E-1,1.048366701E1
9.403034375E0,9.182514238E0,-4.906898591E0,-8.626426488E-2,1.041170798E1
9.413004375E0,9.309791166E0,-3.824198905E0,-3.273069593E-1,1.006994730E1
9.422975375E0,9.039429363E0,-2.853558767E0,-1.927020085E-1,9.481097769E0
9.432946375E0,8.605440246E0,-1.890120646E0,1.868325734E-1,8.812551520E0
9.442917375E0,8.277878641E0,-9.745297050E-1,7.411418930E-1,8.367931300E0
9.452888375E0,8.107650406E0,-2.434418070E-1,1.493180365E0,8.247596415E0
9.462859375E0,7.889267426E0,3.404833674E-1,2.171781901E0,8.189817218E0
9.472830375E0,7.608035649E0,8.745154202E-1,2.670713410E0,8.110468160E0
9.482801375E0,7.394708172E0,1.324663317E0,2.775999545E0,8.008908498E0
9.492772375E0,7.285862837E0,1.699078077E0,2.693345643E0,7.951400779E0
9.502743375E0,7.093002954E0,1.914984761E0,2.507040196E0,7.762931668E0
9.512714375E0,6.939404785E0,1.985207482E0,2.200598149E0,7.545794838E0
9.522685375E0,6.805217618E0,2.200213695E0,1.834920299E0,7.383688755E0
9.532656375E0,6.681677061E0,2.658743575E0,1.593011047E0,7.365555644E0
9.542627375E0,6.446624254E0,3.250938467E0,1.515067078E0,7.377194144E0
9.552598375E0,6.125426758E0,3.602632116E0,1.487350106E0,7.260304502E0
9.562569375E0,5.904057605E0,3.807060131E0,1.561005435E0,7.196411676E0
9.572540375E0,5.794119426E0,3.956860533E0,1.779554183E0,7.238465189E0
9.582511375E0,5.775056334E0,4.202155908E0,1.936677346E0,7.400007370E0
9.592482375E0,5.766753872E0,4.463275602E0,2.013481986E0,7.565076935E0
9.602453375E0,5.723918924E0,4.670287501E0,2.007997882E0,7.655513614E0
9.612424375E0,5.727665820E0,4.913182594E0,1.945906299E0,7.793078356E0
9.622395375E0,5.804858422E0,5.318136776E0,2.024688174E0,8.128857378E0
9.632366375E0,5.973965746E0,5.771950877E0,2.208687187E0,8.595462917E0
9.642337375E0,6.098270534E0,6.053263931E0,2.364140678E0,8.911793808E0
9.652308375E0,6.200838298E0,6.337874229E0,2.445121106E0,9.197698765E0
9.662279375E0,6.343118012E0,6.584055457E0,2.447650612E0,9.464455921E0
9.672250375E0,6.434168515E0,6.856602949E0,2.352877186E0,9.692654927E0
9.682221375E0,6.583951961E0,7.104507351E0,2.082036788E0,9.907437878E0
9.692192375E0,6.676132146E0,7.400920254E0,1.752106768E0,1.011999205E1
9.702163375E0,6.680205317E0,7.687958316E0,1.338668860E0,1.027238436E1
9.712134375E0,6.500401096E0,7.873532569E0,9.711140540E-1,1.025625624E1
9.722105375E0,6.191443577E0,7.887920812E0,7.112941960E-1,1.005282088E1
9.732076375E0,5.833859442E0,7.745392007E0,5.615703920E-1,9.712897335E0
9.742047375E0,5.526888807E0,7.464019312E0,5.722588098E-1,9.305136448E0
9.752018375E0,5.286597480E0,7.170715374E0,6.925240490E-1,8.935707104E0
9.761989375E0,5.118412846E0,6.908509852E0,7.652555180E-1,8.631991337E0
9.771960375E0,5.119715021E0,6.679373258E0,6.504369602E-1,8.440887231E0
9.781931375E0,5.338617818E0,6.479763933E0,4.416325969E-1,8.407331336E0
9.791902375E0,5.686228942E0,6.223723716E0,1.624286342E-1,8.431744750E0
9.801873375E0,6.101259046E0,5.926058339E0,-1.413681328E-1,8.506674693E0
9.811844375E0,6.461330001E0,5.484648521E0,-4.215500423E-1,8.485744471E0
9.821815375E0,6.771268099E0,4.699475632E0,-5.168011853E-1,8.258463922E0
9.831786375E0,6.963608165E0,3.740260370E0,-3.705506274E-1,7.913197462E0
9.841757375E0,7.159134378E0,2.828173081E0,-5.271820396E-2,7.697697528E0
9.851728375E0,7.410217912E0,1.963420756E0,2.024528253E-1,7.668594246E0
9.861698375E0,7.817058406E0,1.224690548E0,3.872409198E-1,7.921882642E0
9.871669375E0,8.224238623E0,7.120885402E-1,5.492263350E-1,8.273259369E0
9.881640375E0,8.404633997E0,6.401712960E-1,6.504699969E-1,8.454040639E0
9.891611375E0,8.284945586E0,5.882550377E-1,5.739115253E-1,8.325607593E0
9.901582375E0,8.083358148E0,3.171623325E-1,3.317409030E-1,8.096377148E0
9.911553375E0,7.868118047E0,-4.321501672E-2,1.992722324E-1,7.870759720E0
9.921524125E0,7.755181416E0,-3.458657295E-1,1.604344413E-1,7.764547708E0
9.931495125E0,7.603821561E0,-4.746781361E-1,2.562451628E-1,7.622931408E0
9.941466125E0,7.275706809E0,-2.760166454E-1,3.533261919E-1,7.289508499E0
9.951437125E0,6.775107965E0,1.415950048E-1,4.065782467E-1,6.788773303E0
9.961408125E0,6.309766663E0,3.386344779E-1,2.683524075E-1,6.324542803E0
9.971379125E0,6.010509675E0,1.608767831E-1,-1.930607352E-1,6.015760994E0
9.981350125E0,5.838016228E0,-3.916909432E-1,-7.185532218E-1,5.895097455E0
9.991321125E0,5.708740137E0,-1.061896462E0,-1.169172112E0,5.923200273E0
1.000129213E1,5.519438869E0,-1.626554477E0,-1.587126701E0,5.968991210E0
1.001126312E1,5.228014811E0,-2.177196130E0,-1.877098897E0,5.966223438E0
1.002123412E1,4.910962406E0,-2.669046954E0,-1.931793459E0,5.913813437E0
1.003120512E1,4.713211911E0,-3.294158161E0,-1.881263283E0,6.050206282E0
1.004117612E1,4.761692346E0,-4.158575440E0,-1.688829955E0,6.543669483E0
1.005114712E1,4.947137375E0,-4.905882930E0,-1.358301179E0,7.098368659E0
1.006111812E1,5.146375986E0,-5.427405449E0,-7.305145785E-1,7.515022771E0
1.007108913E1,5.174771234E0,-5.728348775E0,-1.825252220E-1,7.721758380E0
1.008106012E1,5.018177537E0,-5.974872065E0,1.244948226E-1,7.803633829E0
1.009103112E1,4.730964643E0,-6.235991759E0,3.361882952E-1,7.834707540E0
1.010100212E1,4.484149577E0,-6.620390639E0,5.443781161E-1,8.014581535E0
1.011097313E1,4.202721918E0,-7.093091247E0,7.763599652E-1,8.281156306E0
1.012094412E1,3.769112871E0,-7.495709467E0,1.042584863E0,8.454516866E0
1.013091512E1,3.239830511E0,-7.787334670E0,1.388827446E0,8.547977812E0
1.014088612E1,2.536835561E0,-7.959785432E0,1.725888146E0,8.530674573E0
1.015085713E1,1.683801057E0,-8.111874434E0,1.900875137E0,8.500059948E0
1.016082812E1,8.851667082E-1,-8.242954976E0,2.074086914E0,8.545856503E0
1.017079912E1,2.806868166E-1,-8.380515987E0,2.300494612E0,8.695062320E0
1.018077012E1,-2.505438352E-1,-8.535138003E0,2.461597098E0,8.886552381E0
1.019074112E1,-7.713489014E-1,-8.593966840E0,2.572231096E0,9.003755771E0
1.020071212E1,-1.310469786E0,-8.503967081E0,2.605628638E0,8.990221787E0
1.021068312E1,-1.825986046E0,-8.326097705E0,2.511900987E0,8.886381412E0
1.022065413E1,-2.317645081E0,-8.125936988E0,2.405838634E0,8.785806177E0
1.023062512E1,-2.769546558E0,-7.947391673E0,2.219450449E0,8.703871716E0
1.024059612E1,-3.127145310E0,-7.837636512E0,2.038286167E0,8.681140154E0
1.025056712E1,-3.420708865E0,-7.792407714E0,1.920846302E0,8.724248829E0
1.026053712E1,-3.704430386E0,-7.747967706E0,1.905069345E0,8.796766296E0
1.027050812E1,-3.987773593E0,-7.706658297E0,1.960799450E0,8.896047145E0
1.028047912E1,-4.127819670E0,-7.777238283E0,2.119370968E0,9.056272072E0
1.029045013E1,-4.235396159E0,-7.932770711E0,2.387472822E0,9.304163490E0
1.030042112E1,-4.535557128E0,-8.057068482E0,2.647295312E0,9.617473860E0
1.031039212E1,-4.898439424E0,-8.178747286E0,2.792294273E0,9.933958086E0
1.032036312E1,-5.252823962E0,-8.311199584E0,2.832809046E0,1.023195999E1
1.033033412E1,-5.595105933E0,-8.361478622E0,2.819472716E0,1.044839517E1
1.034030512E1,-5.881666278E0,-8.382830315E0,2.837576865E0,1.062627332E1
1.035027612E1,-6.054168495E0,-8.356279278E0,2.831877877E0,1.070046223E1
1.036024713E1,-6.127371542E0,-8.260183212E0,2.771962627E0,1.065171749E1
1.037021812E1,-6.149555878E0,-8.086430275E0,2.562611549E0,1.047732647E1
1.038018912E1,-6.173652254E0,-7.922518787E0,2.342544571E0,1.031347668E1
1.039016012E1,-6.182706667E0,-7.879499652E0,2.077466605E0,1.022879485E1
1.040013113E1,-6.148508642E0,-7.992798811E0,1.869070962E0,1.025584797E1
1.041010212E1,-6.040940339E0,-8.180331881E0,1.793805602E0,1.032610906E1
1.042007312E1,-5.949335520E0,-8.340468407E0,1.935458202E0,1.042612127E1
1.043004412E1,-5.901536871E0,-8.331927379E0,2.129900342E0,1.043003484E1
1.044001513E1,-5.788160529E0,-8.285326824E0,2.245641298E0,1.035337374E1
1.044998612E1,-5.607404966E0,-8.547276238E0,2.154924086E0,1.044713450E1
1.045995712E1,-5.062705838E0,-8.935619066E0,1.770445683E0,1.042164845E1
1.046992812E1,-4.213256262E0,-9.067711760E0,1.320060974E0,1.008550871E1
1.047989912E1,-3.376447781E0,-9.148295163E0,1.083200793E0,9.811474301E0
1.048987012E1,-2.549452098E0,-9.431375830E0,1.146714419E0,9.836946172E0
1.049984112E1,-1.756505921E0,-9.605974274E0,1.225956470E0,9.841901445E0
1.050981213E1,-1.176193741E0,-9.516040589E0,1.173333283E0,9.659977805E0
1.051978312E1,-7.741082025E-1,-9.441208507E0,8.671040744E-1,9.512493420E0
1.052975412E1,-4.369086313E-1,-9.443846186E0,3.881115702E-1,9.461910512E0
1.053972512E1,-8.575526476E-2,-9.730180829E0,4.635087848E-3,9.730559820E0
1.054969613E1,3.639733869E-1,-1.027061558E1,-3.988417956E-1,1.028479926E1
1.055966712E1,8.671058285E-1,-1.083071803E1,-7.394871309E-1,1.089050811E1
1.056963812E1,1.671740590E0,-1.157002244E1,-7.625441641E-1,1.171501641E1
1.057960912E1,3.038962281E0,-1.219342567E1,-4.550022554E-1,1.257465500E1
1.058958013E1,4.811307725E0,-1.214797410E1,2.290734440E-1,1.306806915E1
1.059955112E1,7.114239457E0,-1.167363393E1,8.004089785E-1,1.369404201E1
1.060952212E1,9.369470773E0,-1.072374439E1,1.163966044E0,1.428777426E1
1.061949312E1,1.100666543E1,-9.633927473E0,1.346331344E0,1.468917460E1
1.062946412E1,1.193112893E1,-8.649066907E0,1.310032999E0,1.479440375E1
1.063943412E1,1.223578524E1,-7.581865851E0,1.072668495E0,1.443432534E1
1.064940513E1,1.208033584E1,-6.440423867E0,7.594281828E-1,1.371095565E1
1.065937612E1,1.166792471E1,-5.308575994E0,4.445831019E-1,1.282649992E1
1.066934712E1,1.123267201E1,-4.262988585E0,3.595090377E-1,1.201978531E1
1.067931812E1,1.086418048E1,-3.303547035E0,4.820886049E-1,1.136557301E1
1.068928913E1,1.051182492E1,-2.309191761E0,6.818236443E-1,1.078404902E1
1.069926012E1,1.013299435E1,-1.277179248E0,9.786531615E-1,1.025994753E1
1.070923112E1,9.728813750E0,-3.785580969E-1,1.402243882E0,9.836636168E0
1.071920212E1,9.317262154E0,3.641318464E-1,1.864925871E0,9.509043829E0
1.072917313E1,8.982749378E0,9.801249057E-1,2.266615553E0,9.316006509E0
1.073914412E1,8.821622919E0,1.637941344E0,2.497751310E0,9.313573126E0
1.074911512E1,8.489484698E0,2.215124679E0,2.621334551E0,9.156938495E0
1.075908612E1,7.947972302E0,2.301223176E0,2.708272708E0,8.706355889E0
1.076905712E1,7.380914006E0,2.274216056E0,2.702922213E0,8.182648637E0
1.077902812E1,6.758908839E0,2.451986030E0,2.603703442E0,7.646852673E0
1.078899912E1,6.218661196E0,2.688434567E0,2.395951285E0,7.186098389E0
1.079897013E1,5.822902345E0,2.871092228E0,2.091401397E0,6.820800694E0
1.080894112E1,5.662887442E0,2.965307829E0,1.806429156E0,6.642629825E0
1.081891212E1,5.709904903E0,3.178628874E0,1.760832276E0,6.768103562E0
1.082888312E1,5.692847990E0,3.456716604E0,1.799443487E0,6.898942294E0
1.083885413E1,5.656027488E0,3.657475491E0,1.806071891E0,6.973497658E0
1.084882512E1,5.631384398E0,3.903554977E0,1.914304145E0,7.114407358E0
1.085879612E1,5.497173257E0,4.149558449E0,2.290245613E0,7.258303803E0
1.086876712E1,5.447704643E0,4.233597556E0,2.667471129E0,7.397042407E0
1.087873813E1,5.402863516E0,4.333360995E0,3.041022548E0,7.564176744E0
1.088870912E1,5.323772907E0,4.632135589E0,3.323394824E0,7.800268664E0
1.089868012E1,5.363916382E0,4.993422180E0,3.397981907E0,8.077879985E0
1.090865112E1,5.522061346E0,5.329950491E0,3.470260217E0,8.422840359E0
1.091862212E1,5.816011401E0,5.573985790E0,3.510911522E0,8.787593864E0
1.092859354E1,6.211605361E0,5.796133207E0,3.524853623E0,9.198032093E0
1.093856454E1,6.922200522E0,6.147164367E0,3.556382102E0,9.917275003E0
1.094853554E1,7.604879907E0,6.459634309E0,3.681393526E0,1.063549398E1
1.095850654E1,8.025821546E0,6.701036607E0,3.814799505E0,1.112970792E1
1.096847754E1,8.061245733E0,6.960726072E0,3.806414598E0,1.131035730E1
1.097844854E1,7.775229764E0,7.287308854E0,3.601377304E0,1.124851042E1
1.098841954E1,7.360355780E0,7.539265961E0,3.316356823E0,1.104597624E1
1.099839054E1,7.048340167E0,7.601688496E0,2.930932341E0,1.077288873E1
1.100836154E1,6.809904746E0,7.408236875E0,2.554921291E0,1.038192656E1
1.101833254E1,6.733645359E0,7.118754677E0,2.207730290E0,1.004453687E1
1.102830254E1,6.870711111E0,6.814063286E0,1.846883994E0,9.851350675E0
1.103827354E1,7.189998322E0,6.719602686E0,1.536672247E0,9.960446663E0
1.104824454E1,7.428031454E0,6.782038085E0,1.388133089E0,1.015374834E1
1.105821554E1,7.505090740E0,6.712186078E0,1.240714257E0,1.014491009E1
1.106818654E1,7.518649263E0,6.472793468E0,1.096794107E0,9.981487832E0
1.107815754E1,7.428082325E0,5.971235681E0,1.021032903E0,9.585122366E0
1.108812854E1,7.337477964E0,5.394923581E0,1.019852058E0,9.164272014E0
1.109809954E1,7.325195888E0,4.743387637E0,1.017424587E0,8.785975976E0
1.110807054E1,7.506353738E0,3.899274815E0,1.048711284E0,8.523466776E0
1.111804154E1,7.852404240E0,3.083087125E0,1.154631841E0,8.514625843E0
1.112801254E1,8.129789134E0,2.485719786E0,1.266194377E0,8.595087109E0
1.113798354E1,8.461026884E0,1.994493445E0,1.169488446E0,8.771241831E0
1.114795454E1,8.887060279E0,1.583248243E0,9.655068666E-1,9.078475583E0
1.115792554E1,9.163285085E0,1.191637407E0,7.904628646E-1,9.274191329E0
1.116789654E1,9.379276553E0,7.324450368E-1,5.251013079E-1,9.422475035E0
1.117786754E1,9.396881935E0,6.320571148E-1,3.337125841E-1,9.424025169E0
1.118783854E1,9.121081052E0,6.785214293E-1,2.968496901E-1,9.151099968E0
1.119780954E1,8.804883510E0,6.203802252E-1,3.241547254E-1,8.832662200E0
1.120778054E1,8.643664080E0,3.373451668E-1,4.361537558E-1,8.661233202E0
1.121775154E1,8.639910752E0,-1.058878130E-1,6.128668454E-1,8.662267359E0
1.122772254E1,8.719696594E0,-6.450350100E-1,7.406442949E-1,8.774835203E0
1.123769354E1,8.859243904E0,-1.372716905E0,6.731665492E-1,8.990200635E0
1.124766454E1,8.990605697E0,-2.191922927E0,5.181507227E-1,9.268440920E0
1.125763554E1,9.057522402E0,-2.804794743E0,3.479642951E-1,9.488238233E0
1.126760654E1,9.069341379E0,-3.229844636E0,-2.106488675E-2,9.627320144E0
1.127757754E1,8.928379043E0,-3.846210163E0,-3.446848843E-1,9.727697191E0
1.128754854E1,8.589679661E0,-4.809447725E0,-4.659257314E-1,9.855479232E0
1.129751954E1,8.117003612E0,-5.910193089E0,-2.874722180E-1,1.004483799E1
1.130749054E1,7.430188492E0,-6.932836023E0,1.311492464E-1,1.016312533E1
1.131746154E1,6.600037651E0,-7.824360409E0,6.232456532E-1,1.025522052E1
1.132743254E1,5.549698210E0,-8.417514828E0,1.376700028E0,1.017590335E1
1.133740354E1,4.554205068E0,-8.861974554E0,1.962426145E0,1.015512152E1
1.134737454E1,3.751490532E0,-9.080701350E0,2.373124632E0,1.010764754E1
1.135734554E1,3.046467767E0,-9.146394233E0,2.627365662E0,9.992024001E0
1.136731654E1,2.370704470E0,-9.155165057E0,2.664032966E0,9.825190000E0
1.137728654E1,1.683667740E0,-9.058445678E0,2.598160574E0,9.572910400E0
1.138725754E1,1.055370970E0,-8.951655639E0,2.528803241E0,9.361666112E0
1.139722854E1,5.325977308E-1,-8.851110427E0,2.402888714E0,9.186930408E0
1.140719954E1,1.152000886E-1,-8.639731827E0,2.252146910E0,8.929188251E0
1.141717054E1,-1.355133158E-1,-8.456543239E0,2.026797265E0,8.697091155E0
1.142714154E1,-2.159370893E-1,-8.456629193E0,1.681477666E0,8.624881058E0
1.143711254E1,-2.434166640E-1,-8.468378003E0,1.369830427E0,8.581906145E0
1.144708354E1,-3.040663236E-1,-8.421389778E0,1.215334710E0,8.514064868E0
1.145705454E1,-4.527230108E-1,-8.441690142E0,1.122842284E0,8.528063401E0
1.146702554E1,-6.694857270E-1,-8.520391910E0,1.011383244E0,8.606287556E0
1.147699654E1,-1.035835422E0,-8.550274690E0,9.334533074E-1,8.663226153E0
1.148696754E1,-1.445035853E0,-8.576887123E0,7.900421575E-1,8.733572462E0
1.149693854E1,-1.986333071E0,-8.547223029E0,6.024178711E-1,8.795649371E0
1.150690954E1,-2.554747337E0,-8.382268982E0,5.278152931E-1,8.778824308E0
1.151688054E1,-3.057935327E0,-8.164824480E0,7.078358603E-1,8.747362966E0
1.152685154E1,-3.476157426E0,-8.023342327E0,1.027288547E0,8.804147563E0
1.153682254E1,-3.896317293E0,-7.906662308E0,1.301274747E0,8.910101754E0
1.154679354E1,-4.328331220E0,-7.846448851E0,1.415240488E0,9.072161614E0
1.155676454E1,-4.726315522E0,-7.791306683E0,1.435576227E0,9.225150262E0
1.156673554E1,-5.037685018E0,-7.741340472E0,1.460677739E0,9.350946588E0
1.157670654E1,-5.320628859E0,-7.660358874E0,1.522391300E0,9.450283848E0
1.158667754E1,-5.514818984E0,-7.592376806E0,1.590618074E0,9.517745523E0
1.159664854E1,-5.678588970E0,-7.572448325E0,1.588825318E0,9.597536778E0
1.160661954E1,-5.785025836E0,-7.513233572E0,1.612485199E0,9.618487987E0
1.161659054E1,-5.810899181E0,-7.466752301E0,1.648684434E0,9.604014763E0
1.162656154E1,-5.734669615E0,-7.400027969E0,1.632763343E0,9.503302882E0
1.163653254E1,-5.645251654E0,-7.318364586E0,1.631845622E0,9.385640446E0
1.164650354E1,-5.597342493E0,-7.329506455E0,1.429916707E0,9.332554294E0
1.165647454E1,-5.617115437E0,-7.470560592E0,1.091514072E0,9.410242525E0
1.166644554E1,-5.501208420E0,-7.743239647E0,6.652564359E-1,9.521744611E0
1.167641654E1,-5.312202437E0,-8.184271150E0,3.453239849E-1,9.763249339E0
1.168638754E1,-5.235548363E0,-8.490146602E0,1.448937115E-1,9.975697980E0
1.169635854E1,-5.120190400E0,-8.652844208E0,5.159144551E-2,1.005438831E1
1.170632954E1,-4.936621158E0,-8.695858666E0,7.930944040E-2,9.999723815E0
1.171629954E1,-4.575194233E0,-8.595069040E0,1.302095988E-1,9.737790746E0
1.172627054E1,-3.995804744E0,-8.501156909E0,1.974464393E-1,9.395483460E0
1.173624154E1,-3.359960387E0,-8.606047187E0,2.235285294E-1,9.241393131E0
1.174621254E1,-2.768703389E0,-8.858089664E0,2.841201554E-1,9.285052246E0
1.175618354E1,-2.403972788E0,-9.210164552E0,2.548196116E-1,9.522139952E0
1.176615454E1,-2.053274919E0,-9.466163839E0,6.854837090E-2,9.686531609E0
1.177612554E1,-1.651114537E0,-9.584528441E0,-7.380852610E-2,9.725986446E0
1.178609654E1,-1.437620999E0,-9.423068106E0,-1.038348556E-1,9.532667430E0
1.179606754E1,-1.290396295E0,-8.914728134E0,-1.782286879E-1,9.009398746E0
1.180603854E1,-9.389242548E-1,-8.369314476E0,-4.411909859E-1,8.433365463E0
1.181600954E1,-3.310348517E-1,-7.891292902E0,-7.190354709E-1,7.930895267E0
1.182598054E1,4.644975489E-1,-7.565784253E0,-1.123185661E0,7.662792922E0
1.183595154E1,1.325504732E0,-7.419916688E0,-1.567220148E0,7.698591134E0
1.184592254E1,2.197323416E0,-7.632089340E0,-1.814823419E0,8.146815447E0
1.185589354E1,3.084042560E0,-8.074238831E0,-1.824994065E0,8.833756537E0
1.186586454E1,3.984662874E0,-8.522056612E0,-1.837218839E0,9.585320036E0
1.187583554E1,4.700412941E0,-8.646456710E0,-1.492097460E0,9.953966560E0
1.188580654E1,5.282779832E0,-8.455375550E0,-1.149153292E0,1.003601972E1
1.189577754E1,5.746372817E0,-7.970638449E0,-8.144095516E-1,9.859773869E0
1.190574854E1,6.148688736E0,-7.381936099E0,-6.262531686E-1,9.627644923E0
1.191571954E1,6.487804440E0,-6.800679009E0,-4.657760426E-1,9.410514797E0
1.192569013E1,6.764997545E0,-6.060820287E0,-8.089827508E-2,9.083241650E0
1.193566112E1,6.884666660E0,-5.119894531E0,4.779186630E-1,8.593041445E0
1.194563212E1,6.914098036E0,-4.194263921E0,9.859344068E-1,8.146696762E0
1.195560312E1,6.765923744E0,-3.389104080E0,1.421369540E0,7.699613103E0
1.196557413E1,6.467406428E0,-2.620674693E0,1.895778412E0,7.231131138E0
1.197554512E1,6.216221153E0,-1.823475251E0,2.314006651E0,6.879032940E0
1.198551612E1,5.982624888E0,-1.073902550E0,2.514265601E0,6.577735077E0
1.199548712E1,5.794822261E0,-2.519319642E-1,2.445390955E0,6.294709817E0
1.200545813E1,5.765590861E0,5.643878728E-1,2.101325583E0,6.162478467E0
1.201542912E1,5.872593738E0,1.321561369E0,1.592435389E0,6.226534520E0
1.202539912E1,5.988084433E0,1.975746687E0,9.975308973E-1,6.384026789E0
1.203537012E1,6.139432009E0,2.417873374E0,2.206540382E-1,6.602077343E0
1.204534112E1,6.226252636E0,2.632944490E0,-5.641130537E-1,6.783571487E0
1.205531212E1,6.273733782E0,2.735390632E0,-1.102340776E0,6.932333854E0
1.206528313E1,6.388259102E0,2.749380096E0,-1.311180515E0,7.077297479E0
1.207525412E1,6.474168148E0,2.661439726E0,-1.142010334E0,7.092411595E0
1.208522512E1,6.553980303E0,2.626936476E0,-6.299357450E-1,7.088883699E0
1.209519612E1,6.694457905E0,2.803757447E0,3.244122952E-2,7.257952528E0
1.210516713E1,6.730298998E0,3.081160467E0,5.867315456E-1,7.425276313E0
1.211513812E1,6.795090240E0,3.374858508E0,8.409684822E-1,7.633488672E0
1.212510912E1,6.665587277E0,3.403895196E0,7.322228426E-1,7.520153360E0
1.213508012E1,6.464036093E0,3.010535458E0,3.769176605E-1,7.140668965E0
1.214505113E1,6.647509441E0,2.282484604E0,1.711129189E-1,7.030533220E0
1.215502212E1,7.087032362E0,1.860451874E0,6.201007283E-1,7.353355274E0
1.216499312E1,7.390287677E0,2.228786699E0,1.490498247E0,7.861642775E0
1.217496412E1,7.521310331E0,3.335889739E0,2.122061857E0,8.497141636E0
1.218493512E1,7.818680423E0,4.649030533E0,2.392024587E0,9.405691367E0
1.219490612E1,8.499776967E0,5.699577550E0,2.517634766E0,1.053896947E1
1.220487712E1,9.501044235E0,6.812123179E0,2.734825791E0,1.200642061E1
1.221484813E1,1.044772073E1,7.900261946E0,3.104531204E0,1.346131945E1
1.222481912E1,1.100494985E1,8.714893107E0,3.532725145E0,1.447544231E1
1.223479012E1,1.107606954E1,9.276865495E0,3.877093695E0,1.495899079E1
1.224476112E1,1.100868856E1,9.311718408E0,3.859601164E0,1.492634734E1
1.225473213E1,1.084971213E1,8.803618172E0,3.602252924E0,1.442900455E1
1.226470312E1,1.054314144E1,8.102979065E0,3.352939343E0,1.371343514E1
1.227467412E1,1.013817264E1,7.473858422E0,3.091179964E0,1.296905925E1
1.228464512E1,9.789560473E0,6.936647823E0,2.812306369E0,1.232321567E1
1.229461613E1,9.641982597E0,6.405035933E0,2.618589576E0,1.186799583E1
1.230458612E1,9.801162518E0,5.795940834E0,2.472641904E0,1.165202450E1
1.231455712E1,1.009578617E1,5.052305980E0,2.456965519E0,1.155367360E1
1.232452812E1,1.027933612E1,4.223900533E0,2.467871745E0,1.138404488E1
1.233449912E1,1.029605565E1,3.326169913E0,2.236004794E0,1.104861465E1
1.234447012E1,1.029568377E1,2.357074610E0,1.961559588E0,1.074265428E1
